date,location,injured_killed,count
2014-05-17T00:00:00Z,"Coachella, CA",killed,1
2014-05-22T00:00:00Z,"Dallas, Tx",killed,1
2014-05-23T00:00:00Z,"Santa Barbara,CA",killed,4
2014-05-24T00:00:00Z,"Bellflower, CA",killed,1
2014-05-24T00:00:00Z,"New Orleans, LA",killed,1
2014-05-24T00:00:00Z,"San Antonio, TX",killed,0
2014-05-24T00:00:00Z,"Detroit, Mi",killed,0
2014-05-25T00:00:00Z,"Toledo, OH",killed,1
2014-05-25T00:00:00Z,"Myrtle Beach, SC",killed,3
2014-05-27T00:00:00Z,"Norwalk, CA",killed,0
2014-05-28T00:00:00Z,"Mission Viejo, CA",killed,4
2014-05-31T00:00:00Z,"Brooklyn, NY",killed,0
2014-05-31T00:00:00Z,"San Bernardino, CA",killed,1
2014-06-01T00:00:00Z,"Chicago, Il",killed,1
2014-06-01T00:00:00Z,"Sacramento, CA",killed,0
2014-06-03T00:00:00Z,"Atlanta, GA",killed,1
2014-06-05T00:00:00Z,"Seattle, WA",killed,1
2014-06-07T00:00:00Z,"Moncks Corner, SC",killed,1
2014-06-06T00:00:00Z,"Oak Park, MI",killed,1
2014-06-08T00:00:00Z,"Las Vegas, NV",killed,5
2014-06-08T00:00:00Z,"San Carlos Park, FL",killed,5
2014-06-08T00:00:00Z,"Opp, AL",killed,1
2014-06-09T00:00:00Z,"Chicago, IL",killed,3
2014-06-09T00:00:00Z,"Paterson, NJ",killed,0
2014-06-13T00:00:00Z,"Los Angelas, CA",killed,3
2014-06-15T00:00:00Z,"Kokomo, IN",killed,0
2014-06-15T00:00:00Z,"Park Forest, IL",killed,0
2014-06-20T00:00:00Z,"Seat Pleasant, MD",killed,0
2014-06-21T00:00:00Z,"Memphis, TN",killed,0
2014-06-22T00:00:00Z,"Windsor, CA",killed,1
2014-06-24T00:00:00Z,"Miami, FL",killed,2
2014-06-25T00:00:00Z,"Lowell, MA",killed,0
2014-06-26T00:00:00Z,"Milwaukee, WI",killed,0
2014-06-26T00:00:00Z,"Detroit, Mi",killed,2
2014-06-28T00:00:00Z,"Antioch, CA",killed,0
2014-06-29T00:00:00Z,"St. Louis, MO",killed,0
2014-06-29T00:00:00Z,"Los Angeles, CA",killed,1
2014-06-29T00:00:00Z,"New Orleans, LA",killed,1
2014-06-29T00:00:00Z,"San Diego, CA",killed,1
2014-06-30T00:00:00Z,"Lexington, KY",killed,1
2014-07-02T00:00:00Z,"Chester Township, PA",killed,0
2014-07-05T00:00:00Z,"Portland, OR",killed,1
2014-07-05T00:00:00Z,"Norfolk, VA",killed,0
2014-07-05T00:00:00Z,"Houston, TX",killed,0
2014-07-05T00:00:00Z,"Broad Ripple, IN",killed,0
2014-07-05T00:00:00Z,"Centerville, IL",killed,0
2014-07-06T00:00:00Z,"Buffalo, NY",killed,0
2014-07-06T00:00:00Z,"Bogalusia, LA",killed,2
2014-07-06T00:00:00Z,"St Louis, MO",killed,0
2014-07-07T00:00:00Z,"Stopover, KY",killed,0
2014-07-07T00:00:00Z,"Miami, FL",killed,2
2014-07-08T00:00:00Z,"San Bernardino, CA",killed,1
2014-07-08T00:00:00Z,"Providence, RI",killed,0
2014-07-09T00:00:00Z,"Houston, TX",killed,6
2014-07-12T00:00:00Z,"Pasadena, CA",killed,3
2014-07-13T00:00:00Z,"Sacramento, CA",killed,1
2014-07-13T00:00:00Z,"Skyline, WA",killed,0
2014-07-13T00:00:00Z,"Stamford, CT",killed,0
2014-07-19T00:00:00Z,"Chicago, IL",killed,1
2014-07-20T00:00:00Z,"St. Louis, MO",killed,1
2014-07-20T00:00:00Z,"Washington Park, IL",killed,1
2014-07-20T00:00:00Z,"Las Vegas, NV",killed,1
2014-07-20T00:00:00Z,"Irvington, NJ",killed,0
2014-07-20T00:00:00Z,"Kent, WA",killed,1
2014-07-21T00:00:00Z,"Memphis, TN",killed,0
2014-07-22T00:00:00Z,"Moreno Valley, CA",killed,3
2014-07-23T00:00:00Z,"Pittsburgh, PA",killed,0
2014-07-25T00:00:00Z,"Chicago, IL",killed,1
2014-07-26T00:00:00Z,"Pine Bluff, AR",killed,1
2014-07-26T00:00:00Z,"Sylvester, GA",killed,0
2014-07-27T00:00:00Z,"Kalamazoo, MI",killed,0
2014-07-27T00:00:00Z,"Saco, ME",killed,5
2014-07-28T00:00:00Z,"Philadelphia, PA",killed,1
2014-07-28T00:00:00Z,"New York, NY",killed,1
2014-07-31T00:00:00Z,"Fayetteville, NC",killed,3
2014-08-01T00:00:00Z,"Philadelphia, PA",killed,1
2014-08-02T00:00:00Z,"Dallas, TX",killed,3
2014-08-02T00:00:00Z,"Pittsburgh, PA",killed,1
2014-08-02T00:00:00Z,"New Bedford, MA",killed,0
2014-08-02T00:00:00Z,"Salem City, NJ",killed,0
2014-08-03T00:00:00Z,"Culpeper, VA",killed,5
2014-08-03T00:00:00Z,"Houston, TX",killed,0
2014-08-03T00:00:00Z,"St. Louis, MO",killed,0
2014-08-03T00:00:00Z,"Beloit, WI",killed,1
2014-08-03T00:00:00Z,"Columbia, TN",killed,0
2014-08-04T00:00:00Z,"Atlanta, GA",killed,0
2014-08-05T00:00:00Z,"Fayetteville, NC",killed,3
2014-08-06T00:00:00Z,"Bakersfield, CA",killed,3
2014-08-06T00:00:00Z,"Chicago, IL",killed,0
2014-08-07T00:00:00Z,"Wichita, KS",killed,0
2014-08-07T00:00:00Z,"St. Pauls, PA",killed,0
2014-08-08T00:00:00Z,"Albuquerque, NM",killed,1
2014-08-08T00:00:00Z,"Milwaukee, WI",killed,0
2014-08-08T00:00:00Z,Washington DC,killed,0
2014-08-08T00:00:00Z,"Hauma, LA",killed,0
2014-08-09T00:00:00Z,"Minneapolis, MN",killed,0
2014-08-09T00:00:00Z,"Columbus, OH",killed,0
2014-08-09T00:00:00Z,"Philadelphia, PA",killed,0
2014-08-10T00:00:00Z,"New Orleans, LA",killed,2
2014-08-10T00:00:00Z,"Wrightsville, GA",killed,0
2014-08-10T00:00:00Z,"Moreno Valley, CA",killed,0
2014-08-10T00:00:00Z,Washington DC,killed,0
2014-08-12T00:00:00Z,"Buffalo, NY",killed,2
2014-08-12T00:00:00Z,"Cartersville, GA",killed,3
2014-08-13T00:00:00Z,"Memphis, TN",killed,1
2014-08-13T00:00:00Z,"New Orleans, LA",killed,0
2014-08-14T00:00:00Z,"Sauk Villiage, IL",killed,1
2014-08-15T00:00:00Z,"Knoxville, TN",killed,2
2014-08-16T00:00:00Z,"Camp Spring, MD",killed,2
2014-08-16T00:00:00Z,"Plainfield, NJ",killed,1
2014-08-16T00:00:00Z,"Salt Lake City, UT",killed,0
2014-08-17T00:00:00Z,"Las Vegas, NV",killed,0
2014-08-17T00:00:00Z,"Queens, NY",killed,0
2014-08-17T00:00:00Z,"Boston, MA",killed,0
2014-08-17T00:00:00Z,"Palo Alto, CA",killed,1
2014-08-20T00:00:00Z,"Frayser, TN",killed,0
2014-08-24T00:00:00Z,"Chicago, IL",killed,1
2014-08-25T00:00:00Z,"San Fernando Valley, CA",killed,2
2014-08-25T00:00:00Z,"Chicago, IL",killed,0
2014-08-26T00:00:00Z,"Tulsa, OK",killed,4
2014-08-27T00:00:00Z,"Los Angeles, CA",killed,3
2014-08-27T00:00:00Z,"Detroit, Mi",killed,1
2014-08-30T00:00:00Z,"Elmhurst, IL",killed,4
2014-08-30T00:00:00Z,"Brooksville, FL",killed,3
2014-08-31T00:00:00Z,"Livermore, CA",killed,0
2014-08-31T00:00:00Z,"Birmingham, AL",killed,2
2014-09-01T00:00:00Z,"Greensboro, NC",killed,2
2014-09-01T00:00:00Z,"Brooklyn, NY",killed,1
2014-09-01T00:00:00Z,"Greenville, NC",killed,4
2014-09-02T00:00:00Z,"Kansas City, KS",killed,3
2014-09-02T00:00:00Z,"Highland, CA",killed,0
2014-09-02T00:00:00Z,"Jackson, MS",killed,2
2014-09-03T00:00:00Z,"Los Angeles, CA",killed,0
2014-09-04T00:00:00Z,"Flint, MI",killed,0
2014-09-06T00:00:00Z,"Orlando, FL",killed,0
2014-09-06T00:00:00Z,"Macon, GA",killed,0
2014-09-11T00:00:00Z,"Detroit, Mi",killed,2
2014-09-14T00:00:00Z,"Corpus Christi, TX",killed,3
2014-09-14T00:00:00Z,"Norfolk, VA",killed,1
2014-09-14T00:00:00Z,"Anchorage, AK",killed,0
2014-09-14T00:00:00Z,"Abbeville, LA",killed,0
2014-09-15T00:00:00Z,"Cleveland, OH",killed,0
2014-09-15T00:00:00Z,"New Orleans, LA",killed,0
2014-09-18T00:00:00Z,"Bell, FL",killed,8
2014-09-19T00:00:00Z,"Queens, NY",killed,0
2014-09-20T00:00:00Z,"Panola County, MS",killed,2
2014-09-21T00:00:00Z,"East Liverpool, OH",killed,0
2014-09-21T00:00:00Z,"Philadelphia, PA",killed,2
2014-09-28T00:00:00Z,"Philadelphia, PA",killed,0
2014-09-28T00:00:00Z,"Miami, FL",killed,0
2014-09-28T00:00:00Z,"Walterboro, SC",killed,1
2014-09-28T00:00:00Z,"Indianapolis, IN",killed,0
2014-09-29T00:00:00Z,"Fresno, CA",killed,0
2014-09-30T00:00:00Z,"Detroit, Mi",killed,0
2014-10-02T00:00:00Z,"Darlington, SC",killed,0
2014-10-04T00:00:00Z,"Pomona, CA",killed,0
2014-10-04T00:00:00Z,"Chicago, IL",killed,1
2014-10-04T00:00:00Z,"Memphis, TN",killed,2
2014-10-05T00:00:00Z,"Jacksonville, FL",killed,3
2014-10-06T00:00:00Z,"Detroit, Mi",killed,1
2014-10-07T00:00:00Z,"Aberdeen, MS",killed,2
2014-10-08T00:00:00Z,"Guilderland, NY",killed,4
2014-10-08T00:00:00Z,"Richmond, VA",killed,0
2014-10-09T00:00:00Z,"Oklahoma City, OK",killed,1
2014-10-09T00:00:00Z,"Atlanta, GA",killed,0
2014-10-10T00:00:00Z,"Utica, NY",killed,0
2014-10-11T00:00:00Z,"Stockton, CA",killed,3
2014-10-12T00:00:00Z,"Atlanta, GA",killed,1
2014-10-14T00:00:00Z,"Peachtree Corners, GA",killed,3
2014-10-16T00:00:00Z,"Port Orange, FL",killed,3
2014-10-16T00:00:00Z,"Detroit, Mi",killed,1
2014-10-18T00:00:00Z,"Aiken, SC",killed,1
2014-10-18T00:00:00Z,"Brooklyn, NY",killed,0
2014-10-20T00:00:00Z,"Detroit, Mi",killed,0
2014-10-22T00:00:00Z,"Joliet, IL",killed,0
2014-10-24T00:00:00Z,"Marysville, WA",killed,5
2014-10-26T00:00:00Z,"Cadiz, KY",killed,4
2014-10-29T00:00:00Z,"Raleigh, NC",killed,0
2014-11-05T00:00:00Z,"San Francisco, CA",killed,0
2014-11-07T00:00:00Z,"Los Angeles, CA",killed,0
2014-11-08T00:00:00Z,"Pomona, CA",killed,0
2014-11-08T00:00:00Z,"Greensboro, NC",killed,1
2014-11-15T00:00:00Z,"Springfield, MO",killed,3
2014-11-16T00:00:00Z,"Akron, OH",killed,1
2014-11-16T00:00:00Z,"Miami, FL",killed,1
2014-11-17T00:00:00Z,"El Paso, TX",killed,0
2014-11-17T00:00:00Z,"North Las Vegas, NV",killed,0
2014-11-19T00:00:00Z,"Chicago, IL",killed,1
2014-11-19T00:00:00Z,"Cleveland, OH",killed,4
2014-11-19T00:00:00Z,"Tallahassee, FL",killed,1
2014-11-20T00:00:00Z,"Tabernacle, NJ",killed,3
2014-11-21T00:00:00Z,"Clairton, PA",killed,0
2014-11-22T00:00:00Z,"Springfield, OH",killed,1
2014-11-22T00:00:00Z,"Sisseton, SD",killed,4
2014-11-23T00:00:00Z,"Accomack County, VA",killed,0
2014-11-23T00:00:00Z,"Cleveland, OH",killed,5
2014-11-26T00:00:00Z,"San Francisco, CA",killed,0
2014-11-26T00:00:00Z,"Reading, PA",killed,0
2014-11-28T00:00:00Z,"Weir, TX",killed,2
2014-11-28T00:00:00Z,"Memphis, TN",killed,0
2014-11-29T00:00:00Z,"Atlanta, GA",killed,3
2014-11-29T00:00:00Z,"Newark, NJ",killed,1
2014-11-30T00:00:00Z,"Chattanooga, TN",killed,0
2014-11-30T00:00:00Z,"Brooklyn, NY",killed,0
2014-12-01T00:00:00Z,"Westover, WV",killed,5
2014-12-02T00:00:00Z,"Newport News, VA",killed,0
2014-12-02T00:00:00Z,"St. Louis, MO",killed,2
2014-12-03T00:00:00Z,"Cabarrus County, NC",killed,1
2014-12-04T00:00:00Z,"Bradenton, FL",killed,3
2014-12-06T00:00:00Z,"Minneapolis, MN",killed,0
2014-12-07T00:00:00Z,"St. Joseph County, IN",killed,0
2014-12-12T00:00:00Z,"Portland, OR",killed,0
2014-12-13T00:00:00Z,"Tampa, FL",killed,0
2014-12-14T00:00:00Z,"Miami, FL",killed,1
2014-12-14T00:00:00Z,"Macon, GA",killed,2
2014-12-15T00:00:00Z,"Chicago, IL",killed,0
2014-12-15T00:00:00Z,"Montgomery County, PA",killed,6
2014-12-16T00:00:00Z,"Elizabeth, NJ",killed,0
2014-12-20T00:00:00Z,"Rockford, Il",killed,4
2014-12-21T00:00:00Z,"Calumet City, IL",killed,1
2014-12-21T00:00:00Z,"Sarasota, Fl",killed,2
2014-12-21T00:00:00Z,"Denton, TX",killed,2
2014-12-22T00:00:00Z,"Chicago, IL",killed,0
2014-12-22T00:00:00Z,"Fresno, CA",killed,0
2014-12-22T00:00:00Z,"Detroit, MI",killed,1
2014-12-22T00:00:00Z,"West Little River, FL",killed,0
2014-12-22T00:00:00Z,"Webster, NY",killed,3
2014-12-23T00:00:00Z,"Winchester, KY",killed,1
2014-12-24T00:00:00Z,"St. Louis, MO",killed,1
2014-12-26T00:00:00Z,"East St. Louis, IL",killed,1
2014-12-26T00:00:00Z,"Shreveport, LA",killed,1
2014-12-27T00:00:00Z,"Los Angeles, CA",killed,1
2014-12-27T00:00:00Z,"Sacramento, CA",killed,0
2014-12-29T00:00:00Z,"New Orleans, LA",killed,0
2015-01-01T00:00:00Z,"Memphis, TN",killed,0
2015-01-02T00:00:00Z,"Savannah, GA",killed,1
2015-01-04T00:00:00Z,"Dallas, TX",killed,3
2015-01-04T00:00:00Z,"Roanoke, VA",killed,2
2015-01-06T00:00:00Z,"Miami, FL",killed,1
2015-01-07T00:00:00Z,"Chattanooga, TN",killed,1
2015-01-08T00:00:00Z,"Boston, MA",killed,1
2015-01-09T00:00:00Z,"San Francisco, CA",killed,4
2015-01-10T00:00:00Z,"Moscow, ID",killed,3
2015-01-11T00:00:00Z,"San Jose, CA",killed,0
2015-01-11T00:00:00Z,"Hope Mills, NC",killed,2
2015-01-11T00:00:00Z,"Lakeland, FL",killed,1
2015-01-11T00:00:00Z,"Tuskegee, AL",killed,0
2015-01-12T00:00:00Z,"Wichita, KS",killed,2
2015-01-13T00:00:00Z,"Portsmouth, VA",killed,0
2015-01-14T00:00:00Z,"Rockford, IL",killed,2
2015-01-19T00:00:00Z,"San Antonio, TX",killed,2
2015-01-20T00:00:00Z,"Clarksville, TN",killed,1
2015-01-23T00:00:00Z,"Boston, MA",killed,0
2015-01-24T00:00:00Z,"Omaha, NE",killed,3
2015-01-24T00:00:00Z,"Queens, NY",killed,4
2015-01-26T00:00:00Z,"Stockton, CA",killed,1
2015-01-28T00:00:00Z,"DeKalb, GA",killed,1
2015-01-29T00:00:00Z,"Troup County, GA",killed,5
2015-02-01T00:00:00Z,"Syracuse, NY",killed,0
2015-02-01T00:00:00Z,"Manhattan, NY",killed,1
2015-02-04T00:00:00Z,"King, NC",killed,4
2015-02-05T00:00:00Z,"Warrensville Heights, OH",killed,3
2015-02-06T00:00:00Z,"Tulsa, OK",killed,1
2015-02-07T00:00:00Z,"Douglasville, GA",killed,5
2015-02-08T00:00:00Z,"Crockett County, TN",killed,0
2015-02-09T00:00:00Z,"New Port Richey, FL",killed,3
2015-02-15T00:00:00Z,"Long Beach, CA",killed,0
2015-02-17T00:00:00Z,"Little Rock, AR",killed,1
2015-02-22T00:00:00Z,"Habersham County, GA",killed,3
2015-02-22T00:00:00Z,"Charleston, SC",killed,0
2015-02-22T00:00:00Z,"Killeen, TX",killed,4
2015-02-25T00:00:00Z,"Houston, TX",killed,3
2015-02-27T00:00:00Z,"Tyrone, MO",killed,8
2015-02-28T00:00:00Z,"Baltimore, MD",killed,1
2015-02-28T00:00:00Z,"Tarboro, NC",killed,4
2015-02-28T00:00:00Z,"Columbia, MO",killed,3
2015-03-01T00:00:00Z,"Tangelo Park, FL",killed,0
2015-03-01T00:00:00Z,"Detroit, MI",killed,1
2015-03-02T00:00:00Z,"Santa Ana, CA",killed,1
2015-03-03T00:00:00Z,"Las Vegas, NV",killed,3
2015-03-04T00:00:00Z,"San Bernadino, CA",killed,2
2015-03-09T00:00:00Z,"Chicago, IL",killed,1
2015-03-10T00:00:00Z,"Columbus, GA",killed,0
2015-03-11T00:00:00Z,"Aurora, IL",killed,0
2015-03-13T00:00:00Z,"Brookhaven, MS",killed,2
2015-03-14T00:00:00Z,"Atlanta, GA",killed,0
2015-03-15T00:00:00Z,"Lillington, NC",killed,0
2015-03-15T00:00:00Z,"Houston County, AL",killed,3
2015-03-16T00:00:00Z,"Compton, CA",killed,0
2015-03-17T00:00:00Z,"Stockton, CA",killed,3
2015-03-18T00:00:00Z,"Mesa, AZ",killed,1
2015-03-18T00:00:00Z,"Newark, NJ",killed,1
2015-03-19T00:00:00Z,"Navajo Nation, AZ",killed,2
2015-03-20T00:00:00Z,"Columbus, MS",killed,0
2015-03-20T00:00:00Z,"Oklahoma City, OK",killed,0
2015-03-20T00:00:00Z,"Joliet, IL",killed,0
2015-03-20T00:00:00Z,"Lancaster, TX",killed,1
2015-03-21T00:00:00Z,"Ybor City, FL",killed,0
2015-03-21T00:00:00Z,"Lehigh Acres, FL",killed,0
2015-03-22T00:00:00Z,"Albuquerque, NM",killed,1
2015-03-23T00:00:00Z,"Clarksville, TN",killed,1
2015-03-24T00:00:00Z,"Indianapolis, IN",killed,4
2015-03-26T00:00:00Z,"Amarillo, TX",killed,0
2015-03-28T00:00:00Z,"Panama City Beach, FL",killed,0
2015-03-29T00:00:00Z,"Stockton, CA",killed,0
2015-03-30T00:00:00Z,"Tulsa, OK",killed,4
2015-04-02T00:00:00Z,"Baltimore, MD",killed,0
2015-04-03T00:00:00Z,"Daytona Beach, FL",killed,0
2015-04-05T00:00:00Z,"Louisville, KY",killed,1
2015-04-05T00:00:00Z,"Indianapolis, IN",killed,0
2015-04-07T00:00:00Z,"North Rome, GA",killed,1
2015-04-16T00:00:00Z,"Phoenix, AZ",killed,5
2015-04-16T00:00:00Z,"Los Angeles, CA",killed,1
2015-04-18T00:00:00Z,"Paterson, NJ",killed,1
2015-04-18T00:00:00Z,"Charlotte, NC",killed,0
2015-04-18T00:00:00Z,"Lumberton, NC",killed,1
2015-04-18T00:00:00Z,"Williamsport, PA",killed,0
2015-04-18T00:00:00Z,"Montgomery, AL",killed,0
2015-04-19T00:00:00Z,"Richmond, VA",killed,0
2015-04-21T00:00:00Z,"Killeen, TX",killed,2
2015-04-25T00:00:00Z,"Trenton, NJ",killed,0
2015-04-25T00:00:00Z,"Gates, NY",killed,1
2015-04-27T00:00:00Z,"Brooklyn, NY",killed,2
2015-04-27T00:00:00Z,"Gila Bend, AZ",killed,2
2015-05-01T00:00:00Z,"Milwaukee, WI",killed,2
2015-05-03T00:00:00Z,"Menasha, WI",killed,4
2015-05-03T00:00:00Z,"South Bend, IN",killed,0
2015-05-03T00:00:00Z,"Houston, TX",killed,0
2015-05-03T00:00:00Z,"Dayton, OH",killed,1
2015-05-04T00:00:00Z,"Bronx, NY",killed,0
2015-05-04T00:00:00Z,"Buffalo, NY",killed,1
2015-05-07T00:00:00Z,"Cincinnati, OH",killed,0
2015-05-10T00:00:00Z,"Jersey City, NJ",killed,0
2015-05-10T00:00:00Z,"Cleveland, OH",killed,1
2015-05-10T00:00:00Z,"Newark, NJ",killed,1
2015-05-12T00:00:00Z,"Capitol Heights, MD",killed,1
2015-05-12T00:00:00Z,"Tucson, AZ",killed,5
2015-05-13T00:00:00Z,"Anchorage, AK",killed,4
2015-05-16T00:00:00Z,"Milwaukee, WI",killed,0
2015-05-16T00:00:00Z,"Baltimore, MD",killed,0
2015-05-16T00:00:00Z,"Rochester, NY",killed,0
2015-05-17T00:00:00Z,"Waco, TX",killed,9
2015-05-18T00:00:00Z,"Miami, FL",killed,1
2015-05-18T00:00:00Z,"Kinloch, MO",killed,0
2015-05-19T00:00:00Z,"Arlington, VA",killed,1
2015-05-20T00:00:00Z,"Baltimore, MD",killed,1
2015-05-23T00:00:00Z,"Fresno, CA",killed,2
2015-05-24T00:00:00Z,"St. Louis, MO",killed,0
2015-05-24T00:00:00Z,"Montgomery, AL",killed,1
2015-05-24T00:00:00Z,"Flint, MI",killed,0
2015-05-24T00:00:00Z,"Brockton, MA",killed,0
2015-05-25T00:00:00Z,"Decatur, IL",killed,1
2015-05-26T00:00:00Z,"New Orleans, LA",killed,2
2015-05-28T00:00:00Z,"Omaha, NE",killed,0
2015-05-28T00:00:00Z,"Chester, PA",killed,1
2015-05-28T00:00:00Z,"Chicago, Il",killed,0
2015-05-29T00:00:00Z,"Miami, FL",killed,1
2015-05-30T00:00:00Z,"San Diego, CA",killed,0
2015-05-30T00:00:00Z,"North Amityville, NY",killed,1
2015-05-31T00:00:00Z,"Cleveland, OH",killed,3
2015-05-31T00:00:00Z,"Conyers, GA",killed,1
2015-05-31T00:00:00Z,"Springdale, MD",killed,1
2015-05-31T00:00:00Z,"New Haven, CT",killed,0
2015-06-02T00:00:00Z,"Anniston, AL",killed,0
2015-06-03T00:00:00Z,"Wyandanch, NY",killed,3
2015-06-05T00:00:00Z,"Davenport, IA",killed,0
2015-06-05T00:00:00Z,"New Orleans, LA",killed,1
2015-06-06T00:00:00Z,"Chicago, IL",killed,0
2015-06-06T00:00:00Z,"Buffalo, NY",killed,1
2015-06-07T00:00:00Z,"Deer Lodge, MT",killed,5
2015-06-09T00:00:00Z,"St. Louis, MO",killed,1
2015-06-10T00:00:00Z,"Cincinnati, OH",killed,1
2015-06-10T00:00:00Z,"Los Angeles, CA",killed,1
2015-06-11T00:00:00Z,"Bridgeport, CT",killed,1
2015-06-11T00:00:00Z,"Houston, TX",killed,1
2015-06-12T00:00:00Z,"Miami, FL",killed,0
2015-06-13T00:00:00Z,"Oklahoma City, OK",killed,0
2015-06-13T00:00:00Z,"Bronx, NY",killed,0
2015-06-13T00:00:00Z,"Tulsa, OK",killed,0
2015-06-13T00:00:00Z,"Columbus, OH",killed,4
2015-06-13T00:00:00Z,"St. Louis, MO",killed,0
2015-06-13T00:00:00Z,"Fayette County, GA",killed,1
2015-06-14T00:00:00Z,"Camden, NJ",killed,1
2015-06-14T00:00:00Z,"Milledgeville, GA",killed,1
2015-06-15T00:00:00Z,"Brooklyn, NY",killed,0
2015-06-16T00:00:00Z,"Miami Gardens, FL",killed,0
2015-06-17T00:00:00Z,"Charleston, SC",killed,9
2015-06-19T00:00:00Z,"Woonsocket, RI",killed,0
2015-06-20T00:00:00Z,"Philadelphia, PA",killed,0
2015-06-20T00:00:00Z,"Detroit, MI",killed,1
2015-06-21T00:00:00Z,"Lexington, KY",killed,0
2015-06-21T00:00:00Z,"Roy, UT",killed,4
2015-06-22T00:00:00Z,"Philadelphia, PA",killed,0
2015-06-23T00:00:00Z,"Chicago, IL",killed,1
2015-06-23T00:00:00Z,"Breaux Bridge, LA",killed,3
2015-06-24T00:00:00Z,"Manhattan, NY",killed,0
2015-06-25T00:00:00Z,"New Orleans, LA",killed,0
2015-06-26T00:00:00Z,"Detroit, MI",killed,0
2015-06-27T00:00:00Z,"Greenacres, FL",killed,4
2015-06-27T00:00:00Z,"Hartford, CT",killed,1
2015-06-27T00:00:00Z,"Taunton, MA",killed,1
2015-06-28T00:00:00Z,"Harrington, DE",killed,0
2015-06-28T00:00:00Z,"Detroit, MI",killed,0
2015-06-28T00:00:00Z,"Venice, IL",killed,0
2015-06-29T00:00:00Z,"Opa-locka, FL",killed,0
2015-07-01T00:00:00Z,"Newark, NJ",killed,1
2015-07-01T00:00:00Z,"Indianapolis, IN",killed,1
2015-07-03T00:00:00Z,"Philadelphia, PA",killed,2
2015-07-04T00:00:00Z,"Washington, D.C.",killed,1
2015-07-04T00:00:00Z,"Pittsfield, MA",killed,1
2015-07-04T00:00:00Z,"San Antonio, TX",killed,0
2015-07-04T00:00:00Z,"Syracuse, NY",killed,0
2015-07-05T00:00:00Z,"Fort Wayne, IN",killed,0
2015-07-05T00:00:00Z,"Shreveport, LA",killed,0
2015-07-05T00:00:00Z,"Rock Hill, SC",killed,4
2015-07-05T00:00:00Z,"East Orange, NJ",killed,1
2015-07-07T00:00:00Z,"Baltimore, MD",killed,3
2015-07-12T00:00:00Z,"Jersey City, NJ",killed,0
2015-07-12T00:00:00Z,"River Forest, IL",killed,2
2015-07-12T00:00:00Z,"Baton Rouge, LA",killed,3
2015-07-13T00:00:00Z,"Stockton, CA",killed,1
2015-07-14T00:00:00Z,"St. Louis, MO",killed,0
2015-07-15T00:00:00Z,"Baltimore, MD",killed,1
2015-07-15T00:00:00Z,"Holly Hill, SC",killed,4
2015-07-15T00:00:00Z,"Cleaveland, OH",killed,0
2015-07-15T00:00:00Z,"Detroit, MI",killed,0
2015-07-15T00:00:00Z,"Atlanta, GA",killed,0
2015-07-16T00:00:00Z,"Chattanooga, TN",killed,5
2015-07-16T00:00:00Z,"Dallas, TX",killed,0
2015-07-17T00:00:00Z,"Columbus, OH",killed,1
2015-07-17T00:00:00Z,"Cincinnati, OH",killed,0
2015-07-17T00:00:00Z,"Aroostook County, ME",killed,2
2015-07-17T00:00:00Z,"Washington, DC",killed,1
2015-07-17T00:00:00Z,"Chicago, IL",killed,0
2015-07-18T00:00:00Z,"Baton Rouge, LA",killed,2
2015-07-18T00:00:00Z,"Salem, OR",killed,1
2015-07-19T00:00:00Z,"Louisville, KY",killed,0
2015-07-19T00:00:00Z,"Suffolk, VA",killed,0
2015-07-20T00:00:00Z,"Bronx, NY",killed,0
2015-07-21T00:00:00Z,"Miami Gardens, FL",killed,1
2015-07-22T00:00:00Z,"Forsyth County, GA",killed,4
2015-07-23T00:00:00Z,"Lafayette, LA",killed,3
2015-07-25T00:00:00Z,"Erie, PA",killed,2
2015-07-25T00:00:00Z,"Hopewell, VA",killed,0
2015-07-26T00:00:00Z,"Indianapolis, IN",killed,0
2015-07-26T00:00:00Z,"Kansas City, MO",killed,2
2015-07-26T00:00:00Z,"New Orleans, LA",killed,0
2015-07-27T00:00:00Z,"Rockford, IL",killed,0
2015-07-28T00:00:00Z,"West Frankfort, IL",killed,2
2015-07-30T00:00:00Z,"Pittsburgh, PA",killed,0
2015-08-01T00:00:00Z,"Orlando, FL",killed,0
2015-08-02T00:00:00Z,"Chicago, IL",killed,1
2015-08-02T00:00:00Z,"Brooklyn, NY",killed,0
2015-08-02T00:00:00Z,"Savannah, GA",killed,0
2015-08-02T00:00:00Z,"Baltimore, MD",killed,0
2015-08-03T00:00:00Z,"Brooklyn, NY",killed,0
2015-08-04T00:00:00Z,"St. Louis, MO",killed,1
2015-08-06T00:00:00Z,"Columbia, SC",killed,0
2015-08-07T00:00:00Z,"Barre, VT",killed,4
2015-08-08T00:00:00Z,"Gastonia, NC",killed,2
2015-08-08T00:00:00Z,"Blytheville, AR",killed,1
2015-08-08T00:00:00Z,"Houston, TX",killed,8
2015-08-09T00:00:00Z,"Forest, MS",killed,1
2015-08-09T00:00:00Z,"Detroit, MI",killed,1
2015-08-10T00:00:00Z,"Long Beach, CA",killed,0
2015-08-15T00:00:00Z,"Pittsburgh, PA",killed,1
2015-08-15T00:00:00Z,"Orangeburg, SC",killed,1
2015-08-15T00:00:00Z,"Los Angeles, CA",killed,0
