date,location,injured_killed,count
2015-08-16T00:00:00Z,"Miami, FL",killed,1
2015-08-16T00:00:00Z,"Fort Worth, TX",killed,0
2015-08-16T00:00:00Z,"Bennettsville, SC",killed,0
2015-08-16T00:00:00Z,"Chicago, IL",killed,0
2015-08-19T00:00:00Z,"Rochester, NY",killed,3
2015-08-20T00:00:00Z,"Starr County, TX",killed,2
2015-08-21T00:00:00Z,"Durham, NC",killed,0
2015-08-21T00:00:00Z,"Roswell, NM",killed,3
2015-08-21T00:00:00Z,"Cincinnati, OH",killed,2
2015-08-21T00:00:00Z,"Pine Hills, FL",killed,0
2015-08-22T00:00:00Z,"Modesto, CA",killed,1
2015-08-25T00:00:00Z,"New Orleans, LA",killed,1
2015-08-26T00:00:00Z,"Brooklyn Center, MN",killed,0
2015-08-26T00:00:00Z,"Moneta, VA",killed,3
2015-08-26T00:00:00Z,"West Palm Beach, FL",killed,2
2015-08-26T00:00:00Z,"Chicago, IL",killed,1
2015-08-27T00:00:00Z,"Salinas, CA",killed,2
2015-08-28T00:00:00Z,"Brooklyn, NY",killed,1
2015-08-29T00:00:00Z,"Smith County, TX",killed,1
2015-08-29T00:00:00Z,"Bristol, TN",killed,3
2015-08-29T00:00:00Z,"Macon, GA",killed,0
2015-08-30T00:00:00Z,"Memphis, TN",killed,1
2015-08-30T00:00:00Z,"Muskegon Heights, MI",killed,0
2015-09-01T00:00:00Z,"Long Branch, NJ",killed,4
2015-09-05T00:00:00Z,"Charlotte, NC",killed,1
2015-09-05T00:00:00Z,"Columbus, MO",killed,0
2015-09-05T00:00:00Z,"Daytona Beach, FL",killed,0
2015-09-05T00:00:00Z,"Las Vegas, NV",killed,1
2015-09-07T00:00:00Z,"Denver, CO",killed,0
2015-09-07T00:00:00Z,"Washington, DC",killed,0
2015-09-08T00:00:00Z,"Minneapolis, MN",killed,5
2015-09-08T00:00:00Z,"Chicago, IL",killed,0
2015-09-08T00:00:00Z,"Manson, WA",killed,4
2015-09-11T00:00:00Z,"Charlotte, NC",killed,0
2015-09-12T00:00:00Z,"Minneapolis, MN",killed,1
2015-09-12T00:00:00Z,"Minneapolis, MN",killed,0
2015-09-12T00:00:00Z,"Rochester, NY",killed,2
2015-09-12T00:00:00Z,"Shreveport, LA",killed,0
2015-09-13T00:00:00Z,"Ocala, FL",killed,1
2015-09-13T00:00:00Z,"Los Chavez, NM",killed,2
2015-09-13T00:00:00Z,"Baker, LA",killed,4
2015-09-15T00:00:00Z,"Newark, NJ",killed,0
2015-09-17T00:00:00Z,"Albion, MI",killed,0
2015-09-17T00:00:00Z,"Platte, SD",killed,6
2015-09-19T00:00:00Z,"Indianapolis, IN",killed,1
2015-09-20T00:00:00Z,"Chicago, IL",killed,1
2015-09-20T00:00:00Z,"Tulsa, OK",killed,0
2015-09-21T00:00:00Z,"Sand City, CA",killed,2
2015-09-21T00:00:00Z,"Philadelphia, PA",killed,1
2015-09-23T00:00:00Z,"Fort Meyers, FL",killed,0
2015-09-23T00:00:00Z,"Norcross, GA",killed,1
2015-09-23T00:00:00Z,"Shreveport, LA",killed,0
2015-09-24T00:00:00Z,"Chicago, IL",killed,0
2015-09-25T00:00:00Z,"Danville, IL",killed,0
2015-09-26T00:00:00Z,"Banning, CA",killed,2
2015-09-27T00:00:00Z,"Kansas City, MO",killed,0
2015-09-27T00:00:00Z,"Greenville, GA",killed,0
2015-09-28T00:00:00Z,"Chicago, IL",killed,2
2015-09-28T00:00:00Z,"Cincinnati, OH",killed,0
2015-09-28T00:00:00Z,"Dayton, OH",killed,0
2015-09-29T00:00:00Z,"Chicago, IL",killed,3
2015-10-01T00:00:00Z,"Roseburg, OR",killed,10
2015-10-02T00:00:00Z,"Baltimore, MD",killed,1
2015-10-02T00:00:00Z,"Inglis, FL",killed,3
2015-10-06T00:00:00Z,"Baltimore, MD",killed,0
2015-10-09T00:00:00Z,"Flagstaff, AZ",killed,1
2015-10-10T00:00:00Z,"Peoria, IL",killed,1
2015-10-10T00:00:00Z,"Charlotte, NC",killed,0
2015-10-10T00:00:00Z,"Memphis, TN",killed,0
2015-10-12T00:00:00Z,"DeKalb County, GA",killed,0
2015-10-17T00:00:00Z,"Elkhart, IN",killed,0
2015-10-17T00:00:00Z,"Fort Meyers, FL",killed,1
2015-10-18T00:00:00Z,"New Orleans, LA",killed,0
2015-10-19T00:00:00Z,"Calumet City, IL",killed,0
2015-10-23T00:00:00Z,"Nashville, TN",killed,1
2015-10-24T00:00:00Z,"Bamberg, SC",killed,0
2015-10-25T00:00:00Z,"Washington, DC",killed,0
2015-10-25T00:00:00Z,"Pheonix, AZ",killed,1
2015-10-25T00:00:00Z,"Four Oaks, NC",killed,0
2015-10-25T00:00:00Z,"Pageland, SC",killed,2
2015-10-26T00:00:00Z,"Evansville, IN",killed,0
2015-10-27T00:00:00Z,"Fort Worth, TX",killed,0
2015-10-28T00:00:00Z,"Houma, LA",killed,1
2015-10-31T00:00:00Z,"Colorado Springs, CO",killed,4
2015-11-01T00:00:00Z,"Pendleton, SC",killed,4
2015-11-03T00:00:00Z,"Jacksonville, FL",killed,1
2015-11-03T00:00:00Z,"Harris County, TX",killed,2
2015-11-04T00:00:00Z,"Oakland, ME",killed,4
2015-11-06T00:00:00Z,"Tallahassee, FL",killed,0
2015-11-06T00:00:00Z,"Denver, CO",killed,1
2015-11-06T00:00:00Z,"Bakersfield, CA",killed,0
2015-11-08T00:00:00Z,"Des Moines, IA",killed,1
2015-11-08T00:00:00Z,"Warren, MI",killed,0
2015-11-09T00:00:00Z,"Indianapolis, IN",killed,2
2015-11-13T00:00:00Z,"Jacksonville, FL",killed,4
2015-11-14T00:00:00Z,"Los Angeles, CA",killed,3
2015-11-14T00:00:00Z,"Johnstown, PA",killed,0
2015-11-15T00:00:00Z,"Philadelphia, PA",killed,0
2015-11-15T00:00:00Z,"Anderson County, TX",killed,6
2015-11-16T00:00:00Z,"Round Mountain, AL",killed,3
2015-11-16T00:00:00Z,"Youngstown, OH",killed,1
2015-11-17T00:00:00Z,"Murray, KY",killed,4
2015-11-18T00:00:00Z,"Fresno, CA",killed,5
2015-11-20T00:00:00Z,"Pittsburgh, PA",killed,1
2015-11-21T00:00:00Z,"Baltimore, MD",killed,1
2015-11-22T00:00:00Z,"Newburgh, NY",killed,0
2015-11-22T00:00:00Z,"Seattle, WA",killed,0
2015-11-22T00:00:00Z,"Chicago, IL",killed,0
2015-11-22T00:00:00Z,"Brownsville, TX",killed,0
2015-11-22T00:00:00Z,"New Orleans, LA",killed,0
2015-11-23T00:00:00Z,"Minneapolis, MN",killed,0
2015-11-23T00:00:00Z,"Columbus, OH",killed,4
2015-11-23T00:00:00Z,"Houston, TX",killed,1
2015-11-24T00:00:00Z,"Conway, SC",killed,0
2015-11-26T00:00:00Z,"Boston, MA",killed,1
2015-11-27T00:00:00Z,"Sacramento, CA",killed,2
2015-11-27T00:00:00Z,"Colorado Springs, CO",killed,3
2016-12-31T00:00:00Z,"Lenox (El Dorado) ,  Georgia",killed,2
2016-12-31T00:00:00Z,"Houston ,  Texas",killed,1
2016-12-30T00:00:00Z,"Mansfield ,  Ohio",killed,0
2016-12-30T00:00:00Z,"Wallingford ,  Connecticut",killed,2
2016-12-28T00:00:00Z,"Columbus ,  Georgia",killed,1
2016-12-25T00:00:00Z,"Ozark ,  Alabama",killed,0
2016-12-25T00:00:00Z,"Chicago ,  Illinois",killed,3
2016-12-25T00:00:00Z,"Mount Vernon ,  New York",killed,1
2016-12-24T00:00:00Z,"Madison ,  North Carolina",killed,0
2016-12-24T00:00:00Z,"Wilson ,  North Carolina",killed,4
2016-12-23T00:00:00Z,"Birmingham ,  Alabama",killed,1
2016-12-23T00:00:00Z,"Chicago ,  Illinois",killed,0
2016-12-17T00:00:00Z,"Charlotte ,  North Carolina",killed,0
2016-12-17T00:00:00Z,"Chicago (Roseland) ,  Illinois",killed,5
2016-12-16T00:00:00Z,"Chicago ,  Illinois",killed,2
2016-12-16T00:00:00Z,"Chicago ,  Illinois",killed,0
2016-12-12T00:00:00Z,"Sacramento ,  California",killed,1
2016-12-11T00:00:00Z,"Brooklyn ,  New York",killed,0
2016-12-11T00:00:00Z,"Orlando (Pine Hills) ,  Florida",killed,1
2016-12-11T00:00:00Z,"Baltimore ,  Maryland",killed,0
2016-12-11T00:00:00Z,"Rocky Mount ,  North Carolina",killed,0
2016-12-09T00:00:00Z,"Channelview ,  Texas",killed,4
2016-12-09T00:00:00Z,"Fresno ,  California",killed,0
2016-12-05T00:00:00Z,"Albuquerque ,  New Mexico",killed,4
2016-12-03T00:00:00Z,"Los Angeles ,  California",killed,0
2016-12-02T00:00:00Z,"Bloomfield ,  New Jersey",killed,0
2016-12-01T00:00:00Z,"Clearlake Oaks ,  California",killed,1
2016-11-30T00:00:00Z,"Baltimore ,  Maryland",killed,2
2016-11-28T00:00:00Z,"Mission (Palmview) ,  Texas",killed,1
2016-11-28T00:00:00Z,"Wilmington ,  California",killed,0
2016-11-28T00:00:00Z,"San Pedro ,  California",killed,0
2016-11-27T00:00:00Z,"New Orleans ,  Louisiana",killed,1
2016-11-27T00:00:00Z,"Kansas City ,  Missouri",killed,0
2016-11-26T00:00:00Z,"Chicago ,  Illinois",killed,1
2016-11-25T00:00:00Z,"New Orleans ,  Louisiana",killed,0
2016-11-24T00:00:00Z,"Louisville ,  Kentucky",killed,2
2016-11-24T00:00:00Z,"Albany ,  New York",killed,1
2016-11-23T00:00:00Z,"Olive Branch ,  Mississippi",killed,0
2016-11-22T00:00:00Z,"Clewiston ,  Florida",killed,1
2016-11-18T00:00:00Z,"Chicago ,  Illinois",killed,0
2016-11-17T00:00:00Z,"Dyersburg ,  Tennessee",killed,1
2016-11-13T00:00:00Z,"Jacksonville ,  Florida",killed,3
2016-11-13T00:00:00Z,"San Antonio ,  Texas",killed,0
2016-11-13T00:00:00Z,"San Diego ,  California",killed,3
2016-11-13T00:00:00Z,"Orlando ,  Florida",killed,0
2016-11-12T00:00:00Z,"Sacramento ,  California",killed,1
2016-11-12T00:00:00Z,"Kansas City ,  Missouri",killed,1
2016-11-12T00:00:00Z,"Bridgeport ,  Connecticut",killed,0
2016-11-11T00:00:00Z,"Houston ,  Texas",killed,0
2016-11-10T00:00:00Z,"Houston ,  Texas",killed,1
2016-11-09T00:00:00Z,"Seattle ,  Washington",killed,0
2016-11-09T00:00:00Z,"Chicago ,  Illinois",killed,1
2016-11-09T00:00:00Z,"Memphis ,  Tennessee",killed,0
2016-11-05T00:00:00Z,"Fort Lauderdale (Lauderhill) ,  Florida",killed,1
2016-11-05T00:00:00Z,"San Antonio ,  Texas",killed,0
2016-11-05T00:00:00Z,"Myrtle Beach ,  South Carolina",killed,0
2016-11-05T00:00:00Z,"Oakland ,  California",killed,0
2016-11-05T00:00:00Z,"Chicago ,  Illinois",killed,0
2016-11-04T00:00:00Z,"Philadelphia ,  Pennsylvania",killed,0
2016-11-03T00:00:00Z,"Chicago ,  Illinois",killed,2
2016-11-03T00:00:00Z,"Orange ,  New Jersey",killed,2
2016-11-02T00:00:00Z,"Little Rock ,  Arkansas",killed,1
2016-11-01T00:00:00Z,"Memphis ,  Tennessee",killed,1
2016-10-31T00:00:00Z,"Shreveport ,  Louisiana",killed,0
2016-10-30T00:00:00Z,"Toledo ,  Ohio",killed,0
2016-10-30T00:00:00Z,"New York (Manhattan) ,  New York",killed,0
2016-10-30T00:00:00Z,"Newburgh ,  New York",killed,2
2016-10-30T00:00:00Z,"Capitol Heights ,  Maryland",killed,3
2016-10-30T00:00:00Z,"San Antonio ,  Texas",killed,0
2016-10-29T00:00:00Z,"Dayton ,  Ohio",killed,1
2016-10-29T00:00:00Z,"Los Angeles ,  California",killed,0
2016-10-29T00:00:00Z,"Riverside ,  California",killed,0
2016-10-28T00:00:00Z,"Jackson ,  Mississippi",killed,0
2016-10-28T00:00:00Z,"Miami Gardens ,  Florida",killed,0
2016-10-27T00:00:00Z,"Jackson ,  Georgia",killed,4
2016-10-25T00:00:00Z,"Dayton ,  Ohio",killed,1
2016-10-25T00:00:00Z,"Roanoke ,  Virginia",killed,2
2016-10-23T00:00:00Z,"Wellston ,  Oklahoma",killed,1
2016-10-22T00:00:00Z,"Oakland ,  California",killed,0
2016-10-18T00:00:00Z,"San Francisco ,  California",killed,0
2016-10-17T00:00:00Z,"Chicago (Englewood) ,  Illinois",killed,1
2016-10-15T00:00:00Z,"Mobile ,  Alabama",killed,0
2016-10-15T00:00:00Z,"Rockford ,  Illinois",killed,1
2016-10-15T00:00:00Z,"Los Angeles ,  California",killed,4
2016-10-14T00:00:00Z,"Chicago ,  Illinois",killed,1
2016-10-13T00:00:00Z,"Chicago ,  Illinois",killed,0
2016-10-09T00:00:00Z,"Grand Rapids ,  Michigan",killed,1
2016-10-09T00:00:00Z,"Sacramento ,  California",killed,1
2016-10-08T00:00:00Z,"Brooklyn ,  New York",killed,0
2016-10-04T00:00:00Z,"New Orleans ,  Louisiana",killed,3
2016-10-03T00:00:00Z,"Minneapolis ,  Minnesota",killed,0
2016-10-02T00:00:00Z,"San Antonio ,  Texas",killed,1
2016-10-01T00:00:00Z,"Pembroke Township ,  Illinois",killed,4
2016-10-01T00:00:00Z,"Fresno ,  California",killed,0
2016-09-29T00:00:00Z,"San Francisco ,  California",killed,1
2016-09-26T00:00:00Z,"Winston Salem (Winston-salem) ,  North Carolina",killed,0
2016-09-26T00:00:00Z,"Humble ,  Texas",killed,0
2016-09-26T00:00:00Z,"Houston ,  Texas",killed,1
2016-09-25T00:00:00Z,"Champaign ,  Illinois",killed,1
2016-09-24T00:00:00Z,"Baltimore ,  Maryland",killed,0
2016-09-23T00:00:00Z,"Burlington ,  Washington",killed,5
2016-09-18T00:00:00Z,"Philadelphia ,  Pennsylvania",killed,0
2016-09-18T00:00:00Z,"Lynchburg ,  Virginia",killed,1
2016-09-18T00:00:00Z,"Pittsburgh ,  Pennsylvania",killed,0
2016-09-17T00:00:00Z,"Miami ,  Florida",killed,0
2016-09-17T00:00:00Z,"Orlando ,  Florida",killed,1
2016-09-17T00:00:00Z,"Indianapolis ,  Indiana",killed,2
2016-09-17T00:00:00Z,"Washington ,  District of Columbia",killed,2
2016-09-16T00:00:00Z,"Philadelphia ,  Pennsylvania",killed,2
2016-09-16T00:00:00Z,"Los Angeles (Hollywood) ,  California",killed,2
2016-09-14T00:00:00Z,"Humble ,  Texas",killed,1
2016-09-13T00:00:00Z,"Fort Wayne ,  Indiana",killed,3
2016-09-11T00:00:00Z,"Fort Wayne ,  Indiana",killed,3
2016-09-11T00:00:00Z,"New Orleans ,  Louisiana",killed,1
2016-09-11T00:00:00Z,"Jersey City ,  New Jersey",killed,1
2016-09-11T00:00:00Z,"Kansas City ,  Missouri",killed,0
2016-09-11T00:00:00Z,"Saginaw ,  Michigan",killed,0
2016-09-11T00:00:00Z,"New Bern ,  North Carolina",killed,0
2016-09-10T00:00:00Z,"Miami ,  Florida",killed,1
2016-09-08T00:00:00Z,"Del Valle ,  Texas",killed,4
2016-09-08T00:00:00Z,"Hot Springs National Park (Hot Springs) ,  Arkansas",killed,1
2016-09-05T00:00:00Z,"Chicago ,  Illinois",killed,2
2016-09-05T00:00:00Z,"Reading ,  Pennsylvania",killed,0
2016-09-04T00:00:00Z,"Roanoke ,  Virginia",killed,1
2016-09-03T00:00:00Z,"Chicago ,  Illinois",killed,0
2016-09-03T00:00:00Z,"Wilmington ,  North Carolina",killed,1
2016-08-30T00:00:00Z,"Atlanta ,  Georgia",killed,0
2016-08-30T00:00:00Z,"Chicago (Englewood) ,  Illinois",killed,0
2016-08-29T00:00:00Z,"Egg Harbor City ,  New Jersey",killed,1
2016-08-29T00:00:00Z,"Temecula ,  California",killed,5
2016-08-28T00:00:00Z,"Lubbock ,  Texas",killed,0
2016-08-28T00:00:00Z,"Bronx ,  New York",killed,0
2016-08-28T00:00:00Z,"Saint Louis ,  Missouri",killed,2
2016-08-28T00:00:00Z,"Dadeville ,  Alabama",killed,0
2016-08-27T00:00:00Z,"Bessemer (Brighton) ,  Alabama",killed,1
2016-08-27T00:00:00Z,"Miami ,  Florida",killed,2
2016-08-25T00:00:00Z,"Bridgeton ,  New Jersey",killed,0
2016-08-21T00:00:00Z,"Bridgeport ,  Connecticut",killed,0
2016-08-21T00:00:00Z,"Boston ,  Massachusetts",killed,0
2016-08-20T00:00:00Z,"Tacoma ,  Washington",killed,0
2016-08-20T00:00:00Z,"Hamden ,  Connecticut",killed,0
2016-08-20T00:00:00Z,"Citronelle ,  Alabama",killed,5
2016-08-18T00:00:00Z,"Waterbury ,  Connecticut",killed,0
2016-08-17T00:00:00Z,"Oakland ,  California",killed,0
2016-08-14T00:00:00Z,"Norfolk ,  Virginia",killed,0
2016-08-14T00:00:00Z,"Minneapolis ,  Minnesota",killed,0
2016-08-13T00:00:00Z,"Los Angeles ,  California",killed,0
2016-08-13T00:00:00Z,"Milwaukee ,  Wisconsin",killed,2
2016-08-13T00:00:00Z,"Richmond Hill ,  New York",killed,0
2016-08-13T00:00:00Z,"Joplin ,  Missouri",killed,0
2016-08-12T00:00:00Z,"Jacksonville ,  Florida",killed,1
2016-08-12T00:00:00Z,"Dallas ,  Texas",killed,1
2016-08-11T00:00:00Z,"Philadelphia ,  Pennsylvania",killed,0
2016-08-10T00:00:00Z,"Evanston ,  Illinois",killed,0
2016-08-10T00:00:00Z,"Sacramento ,  California",killed,1
2016-08-08T00:00:00Z,"Albuquerque ,  New Mexico",killed,2
2016-08-08T00:00:00Z,"Jacksonville ,  Florida",killed,0
2016-08-07T00:00:00Z,"Los Angeles ,  California",killed,1
2016-08-07T00:00:00Z,"Vicksburg ,  Mississippi",killed,1
2016-08-07T00:00:00Z,"Arvada ,  Colorado",killed,2
2016-08-07T00:00:00Z,"Chicago ,  Illinois",killed,0
2016-08-06T00:00:00Z,"Reading (Sinking Spring) ,  Pennsylvania",killed,5
2016-08-05T00:00:00Z,"Pontiac ,  Michigan",killed,1
2016-08-05T00:00:00Z,"Perris ,  California",killed,2
2016-08-04T00:00:00Z,"Memphis ,  Tennessee",killed,0
2016-08-03T00:00:00Z,"Decatur ,  Georgia",killed,1
2016-08-02T00:00:00Z,"Hollywood (West Park) ,  Florida",killed,0
2016-08-01T00:00:00Z,"Evansville ,  Indiana",killed,0
2016-07-31T00:00:00Z,"Miami ,  Florida",killed,3
2016-07-31T00:00:00Z,"Austin ,  Texas",killed,1
2016-07-30T00:00:00Z,"Saint Louis ,  Missouri",killed,0
2016-07-30T00:00:00Z,"Townsend (Eulonia) ,  Georgia",killed,0
2016-07-30T00:00:00Z,"Mukilteo ,  Washington",killed,3
2016-07-29T00:00:00Z,"Athens ,  Georgia",killed,0
2016-07-28T00:00:00Z,"Elmira ,  New York",killed,0
2016-07-28T00:00:00Z,"Baltimore ,  Maryland",killed,0
2016-07-28T00:00:00Z,"Chicago ,  Illinois",killed,2
2016-07-25T00:00:00Z,"Fort Myers ,  Florida",killed,2
2016-07-24T00:00:00Z,"Hamilton ,  Ohio",killed,1
2016-07-23T00:00:00Z,"North Charleston ,  South Carolina",killed,0
2016-07-23T00:00:00Z,"Brooklyn ,  New York",killed,0
2016-07-23T00:00:00Z,"Cincinnati ,  Ohio",killed,2
2016-07-23T00:00:00Z,"Bastrop ,  Texas",killed,4
2016-07-22T00:00:00Z,"Kankakee ,  Illinois",killed,0
2016-07-21T00:00:00Z,"Chicago ,  Illinois",killed,0
2016-07-20T00:00:00Z,"Fresno ,  California",killed,0
2016-07-19T00:00:00Z,"West Memphis ,  Arkansas",killed,0
2016-07-17T00:00:00Z,"Baton Rouge ,  Louisiana",killed,4
2016-07-17T00:00:00Z,"Houston ,  Texas",killed,1
2016-07-17T00:00:00Z,"Detroit ,  Michigan",killed,0
2016-07-16T00:00:00Z,"Dallas ,  Texas",killed,0
2016-07-16T00:00:00Z,"Cleveland ,  Ohio",killed,0
2016-07-16T00:00:00Z,"San Bernardino ,  California",killed,0
2016-07-16T00:00:00Z,"Bakersfield ,  California",killed,1
2016-07-16T00:00:00Z,"Clarksville ,  Tennessee",killed,0
2016-07-15T00:00:00Z,"Woodland ,  Washington",killed,3
2016-07-14T00:00:00Z,"Crosby ,  Texas",killed,3
2016-07-14T00:00:00Z,"Oakland ,  California",killed,0
2016-07-14T00:00:00Z,"Akron ,  Ohio",killed,1
2016-07-13T00:00:00Z,"Warner Robins ,  Georgia",killed,0
2016-07-13T00:00:00Z,"Saint Louis ,  Missouri",killed,2
2016-07-11T00:00:00Z,"Baltimore ,  Maryland",killed,0
2016-07-11T00:00:00Z,"Jackson ,  Michigan",killed,0
2016-07-11T00:00:00Z,"Saint Joseph ,  Michigan",killed,3
2016-07-11T00:00:00Z,"Washington ,  District of Columbia",killed,0
2016-07-07T00:00:00Z,"Bristol ,  Tennessee",killed,1
2016-07-07T00:00:00Z,"Dallas ,  Texas",killed,5
2016-07-07T00:00:00Z,"Baton Rouge ,  Louisiana",killed,0
2016-07-05T00:00:00Z,"Los Angeles ,  California",killed,0
2016-07-04T00:00:00Z,"Pittsburgh ,  Pennsylvania",killed,0
2016-07-04T00:00:00Z,"Chicago (Englewood) ,  Illinois",killed,0
2016-07-04T00:00:00Z,"Brooklyn ,  New York",killed,0
2016-07-04T00:00:00Z,"Cleveland ,  Ohio",killed,0
2016-07-04T00:00:00Z,"Houston ,  Texas",killed,3
2016-07-04T00:00:00Z,"Phoenix ,  Arizona",killed,2
2016-07-03T00:00:00Z,"Monroe ,  Louisiana",killed,2
2016-07-03T00:00:00Z,"Chattanooga ,  Tennessee",killed,0
2016-06-30T00:00:00Z,"Chicago ,  Illinois",killed,1
2016-06-29T00:00:00Z,"Las Vegas ,  Nevada",killed,5
2016-06-28T00:00:00Z,"Los Angeles ,  California",killed,1
2016-06-28T00:00:00Z,"Chicago ,  Illinois",killed,0
2016-06-27T00:00:00Z,"Woodburn ,  Oregon",killed,3
2016-06-26T00:00:00Z,"Bennettsville ,  South Carolina",killed,0
2016-06-26T00:00:00Z,"Atlanta ,  Georgia",killed,1
2016-06-26T00:00:00Z,"Houston ,  Texas",killed,1
2016-06-26T00:00:00Z,"Corpus Christi ,  Texas",killed,0
2016-06-26T00:00:00Z,"Charlotte ,  North Carolina",killed,0
2016-06-25T00:00:00Z,"Fort Worth ,  Texas",killed,2
2016-06-25T00:00:00Z,"Norfolk ,  Virginia",killed,0
2016-06-25T00:00:00Z,"Chicago ,  Illinois",killed,0
2016-06-24T00:00:00Z,"Kansas City ,  Kansas",killed,0
2016-06-24T00:00:00Z,"Hartford ,  Connecticut",killed,0
2016-06-24T00:00:00Z,"District Heights ,  Maryland",killed,3
2016-06-22T00:00:00Z,"Olympia ,  Washington",killed,3
2016-06-22T00:00:00Z,"Dekalb (county) ,  Georgia",killed,1
2016-06-22T00:00:00Z,"Chicago ,  Illinois",killed,0
2016-06-21T00:00:00Z,"Willingboro ,  New Jersey",killed,0
2016-06-21T00:00:00Z,"Louisville ,  Kentucky",killed,2
2016-06-19T00:00:00Z,"Roanoke ,  Virginia",killed,0
2016-06-18T00:00:00Z,"Exmore ,  Virginia",killed,1
2016-06-18T00:00:00Z,"Waycross ,  Georgia",killed,2
2016-06-18T00:00:00Z,"Chicago ,  Illinois",killed,0
2016-06-14T00:00:00Z,"Wilmington ,  Delaware",killed,0
2016-06-14T00:00:00Z,"Oakland ,  California",killed,1
2016-06-13T00:00:00Z,"Fresno ,  California",killed,0
2016-06-13T00:00:00Z,"Brooklyn ,  New York",killed,0
2016-06-13T00:00:00Z,"Chicago ,  Illinois",killed,0
2016-06-12T00:00:00Z,"Orlando ,  Florida",killed,50
2016-06-11T00:00:00Z,"Roswell ,  New Mexico",killed,5
2016-06-11T00:00:00Z,"Webster ,  Minnesota",killed,0
2016-06-11T00:00:00Z,"Stockton ,  California",killed,1
2016-06-11T00:00:00Z,"Panorama City ,  California",killed,3
2016-06-11T00:00:00Z,"Charlotte ,  North Carolina",killed,1
2016-06-09T00:00:00Z,"Fort Walton Beach ,  Florida",killed,0
2016-06-08T00:00:00Z,"Washington ,  District of Columbia",killed,0
2016-06-08T00:00:00Z,"Boston ,  Massachusetts",killed,1
2016-06-06T00:00:00Z,"Visalia ,  California",killed,0
2016-06-05T00:00:00Z,"Minneapolis ,  Minnesota",killed,0
2016-06-05T00:00:00Z,"Cape Coral ,  Florida",killed,3
2016-06-05T00:00:00Z,"Phoenix ,  Arizona",killed,2
2016-06-05T00:00:00Z,"Brooklyn ,  New York",killed,0
2016-06-04T00:00:00Z,"Denver ,  Colorado",killed,3
2016-05-31T00:00:00Z,"Chicago ,  Illinois",killed,0
2016-05-31T00:00:00Z,"Fort Wayne ,  Indiana",killed,0
2016-05-30T00:00:00Z,"Baltimore ,  Maryland",killed,0
2016-05-30T00:00:00Z,"Sacramento ,  California",killed,0
2016-05-29T00:00:00Z,"Las Vegas ,  Nevada",killed,0
2016-05-29T00:00:00Z,"Trenton ,  New Jersey",killed,0
2016-05-29T00:00:00Z,"Indianapolis ,  Indiana",killed,0
2016-05-29T00:00:00Z,"Houston ,  Texas",killed,2
2016-05-23T00:00:00Z,"Newark ,  New Jersey",killed,0
2016-05-22T00:00:00Z,"New Orleans ,  Louisiana",killed,0
2016-05-22T00:00:00Z,"Stockton ,  California",killed,1
2016-05-22T00:00:00Z,"Nashville ,  Tennessee",killed,0
2016-05-21T00:00:00Z,"Jackson ,  Georgia",killed,1
2016-05-18T00:00:00Z,"Indianapolis ,  Indiana",killed,0
2016-05-17T00:00:00Z,"Ravenel ,  South Carolina",killed,3
2016-05-15T00:00:00Z,"Evansville ,  Indiana",killed,0
2016-05-15T00:00:00Z,"Moultrie ,  Georgia",killed,5
2016-05-14T00:00:00Z,"Atlanta ,  Georgia",killed,0
2016-05-14T00:00:00Z,"Charleston ,  West Virginia",killed,1
2016-05-11T00:00:00Z,"Birmingham ,  Alabama",killed,1
2016-05-11T00:00:00Z,"Chicago ,  Illinois",killed,0
2016-05-08T00:00:00Z,"Austin ,  Texas",killed,1
2016-05-06T00:00:00Z,"Detroit ,  Michigan",killed,1
2016-05-06T00:00:00Z,"Montgomery ,  Alabama",killed,1
2016-05-06T00:00:00Z,"Bethesda ,  Maryland",killed,3
2016-05-05T00:00:00Z,"Shreveport ,  Louisiana",killed,2
2016-05-05T00:00:00Z,"Miami ,  Florida",killed,1
2016-05-04T00:00:00Z,"Minneapolis ,  Minnesota",killed,1
2016-05-01T00:00:00Z,"Murfreesboro ,  Tennessee",killed,0
2016-04-29T00:00:00Z,"Saint Louis (Ferguson) ,  Missouri",killed,0
2016-04-29T00:00:00Z,"Oakland ,  California",killed,0
2016-04-27T00:00:00Z,"Baton Rouge ,  Louisiana",killed,2
2016-04-27T00:00:00Z,"Kilmichael ,  Mississippi",killed,3
2016-04-26T00:00:00Z,"District Heights (Forestville) ,  Maryland",killed,1
2016-04-25T00:00:00Z,"Nashville ,  Tennessee",killed,0
2016-04-25T00:00:00Z,"Miami ,  Florida",killed,0
2016-04-24T00:00:00Z,"Halifax ,  Virginia",killed,0
2016-04-24T00:00:00Z,"Chicago (Englewood) ,  Illinois",killed,2
2016-04-24T00:00:00Z,"Denver ,  Colorado",killed,0
2016-04-23T00:00:00Z,"Las Vegas ,  Nevada",killed,1
2016-04-23T00:00:00Z,"Auburn ,  Alabama",killed,3
2016-04-23T00:00:00Z,"Topeka ,  Kansas",killed,1
2016-04-23T00:00:00Z,"New York (Manhattan) ,  New York",killed,0
2016-04-22T00:00:00Z,"Piketon ,  Ohio",killed,8
2016-04-22T00:00:00Z,"Appling ,  Georgia",killed,6
2016-04-21T00:00:00Z,"Baltimore ,  Maryland",killed,0
2016-04-19T00:00:00Z,"Blountsville ,  Alabama",killed,1
